tau_ext_piece0_1,tau_ext_piece0_2,tau_ext_piece0_3,tau_ext_piece0_4,tau_ext_piece0_5,tau_ext_piece0_6,tau_ext_piece0_7
-26.166356030243193,-28.581673311992432,-37.58496823915226,21.4755685883637,-40.09564060793179,9.017556266475431,5.237698252592223
-16.93522452829779,-36.431132526114446,-26.17079599884526,-40.466554137585035,-30.582177377470554,2.1412783927609023,5.0017163904153366
-16.93522452829779,-36.431132526114446,-26.17079599884526,-40.466554137585035,-30.582177377470554,2.1412783927609023,5.0017163904153366
-16.93522452829779,-36.431132526114446,-26.17079599884526,-40.466554137585035,-30.582177377470554,2.1412783927609023,5.0017163904153366
-16.93522452829779,-36.431132526114446,-26.17079599884526,-40.466554137585035,-30.582177377470554,2.1412783927609023,5.0017163904153366
-16.93522452829779,-36.431132526114446,-26.17079599884526,-40.466554137585035,-30.582177377470554,2.1412783927609023,5.0017163904153366
-16.93522452829779,-36.431132526114446,-26.17079599884526,-40.466554137585035,-30.582177377470554,2.1412783927609023,5.0017163904153366
25.52989334731892,27.29931537210304,36.00149032814608,-26.405713332071123,26.140554156971778,-6.576953841455272,13.4768690501684
25.52989334731892,27.29931537210304,36.00149032814608,-26.405713332071123,26.140554156971778,-6.576953841455272,13.4768690501684
15.183062308356977,-20.408742492276794,41.70141286093685,16.49422182695753,25.08652327553227,-11.068833385318657,14.164922820686256
15.183062308356977,-20.408742492276794,41.70141286093685,16.49422182695753,25.08652327553227,-11.068833385318657,14.164922820686256
15.183062308356977,-20.408742492276794,41.70141286093685,16.49422182695753,25.08652327553227,-11.068833385318657,14.164922820686256
15.183062308356977,-20.408742492276794,41.70141286093685,16.49422182695753,25.08652327553227,-11.068833385318657,14.164922820686256
17.710727921958426,26.07249945283225,38.37719584794295,-26.700533238320144,23.189348725670836,-8.141259662205128,14.122567964213443
26.52392783386977,-36.957926823559625,27.548881300990164,27.120166982837596,18.932788947612703,-4.185543836421437,13.894793211081483
26.52392783386977,-36.957926823559625,27.548881300990164,27.120166982837596,18.932788947612703,-4.185543836421437,13.894793211081483
26.52392783386977,-36.957926823559625,27.548881300990164,27.120166982837596,18.932788947612703,-4.185543836421437,13.894793211081483
23.81494139958272,41.026820543318024,24.83600214035558,-30.690577072782613,15.846837030018547,-4.1139750707146385,14.326630038173983
23.81494139958272,41.026820543318024,24.83600214035558,-30.690577072782613,15.846837030018547,-4.1139750707146385,14.326630038173983
23.81494139958272,41.026820543318024,24.83600214035558,-30.690577072782613,15.846837030018547,-4.1139750707146385,14.326630038173983
23.81494139958272,41.026820543318024,24.83600214035558,-30.690577072782613,15.846837030018547,-4.1139750707146385,14.326630038173983
24.13664581348841,-39.7428851547693,26.365584537372595,29.334260773255043,15.9090109688253,-5.3805291423472035,14.286653315949248
24.13664581348841,-39.7428851547693,26.365584537372595,29.334260773255043,15.9090109688253,-5.3805291423472035,14.286653315949248
24.13664581348841,-39.7428851547693,26.365584537372595,29.334260773255043,15.9090109688253,-5.3805291423472035,14.286653315949248
24.13664581348841,-39.7428851547693,26.365584537372595,29.334260773255043,15.9090109688253,-5.3805291423472035,14.286653315949248
24.13664581348841,-39.7428851547693,26.365584537372595,29.334260773255043,15.9090109688253,-5.3805291423472035,14.286653315949248
24.13664581348841,-39.7428851547693,26.365584537372595,29.334260773255043,15.9090109688253,-5.3805291423472035,14.286653315949248
24.13664581348841,-39.7428851547693,26.365584537372595,29.334260773255043,15.9090109688253,-5.3805291423472035,14.286653315949248
24.13664581348841,-39.7428851547693,26.365584537372595,29.334260773255043,15.9090109688253,-5.3805291423472035,14.286653315949248
24.13664581348841,-39.7428851547693,26.365584537372595,29.334260773255043,15.9090109688253,-5.3805291423472035,14.286653315949248
26.291741605973005,-38.873741962991346,26.89277204493421,29.20200394847574,16.185022745490578,-5.95215109471024,14.181422080661605
25.27984648313687,-39.21184303724419,26.874956298951126,29.068970533860156,16.040259040367705,-5.8371585541383695,14.230407962345389
25.27984648313687,-39.21184303724419,26.874956298951126,29.068970533860156,16.040259040367705,-5.8371585541383695,14.230407962345389
25.27984648313687,-39.21184303724419,26.874956298951126,29.068970533860156,16.040259040367705,-5.8371585541383695,14.230407962345389
25.27984648313687,-39.21184303724419,26.874956298951126,29.068970533860156,16.040259040367705,-5.8371585541383695,14.230407962345389
25.27984648313687,-39.21184303724419,26.874956298951126,29.068970533860156,16.040259040367705,-5.8371585541383695,14.230407962345389
25.27984648313687,-39.21184303724419,26.874956298951126,29.068970533860156,16.040259040367705,-5.8371585541383695,14.230407962345389
25.27984648313687,-39.21184303724419,26.874956298951126,29.068970533860156,16.040259040367705,-5.8371585541383695,14.230407962345389
25.27984648313687,-39.21184303724419,26.874956298951126,29.068970533860156,16.040259040367705,-5.8371585541383695,14.230407962345389
25.27984648313687,-39.21184303724419,26.874956298951126,29.068970533860156,16.040259040367705,-5.8371585541383695,14.230407962345389
25.27984648313687,-39.21184303724419,26.874956298951126,29.068970533860156,16.040259040367705,-5.8371585541383695,14.230407962345389
25.27984648313687,-39.21184303724419,26.874956298951126,29.068970533860156,16.040259040367705,-5.8371585541383695,14.230407962345389
27.056744925969305,36.921032590946275,29.517554871460593,-26.194859062928426,17.38296005600937,-7.1490112690908205,14.027936426656922
27.056744925969305,36.921032590946275,29.517554871460593,-26.194859062928426,17.38296005600937,-7.1490112690908205,14.027936426656922
27.056744925969305,36.921032590946275,29.517554871460593,-26.194859062928426,17.38296005600937,-7.1490112690908205,14.027936426656922
27.056744925969305,36.921032590946275,29.517554871460593,-26.194859062928426,17.38296005600937,-7.1490112690908205,14.027936426656922
27.056744925969305,36.921032590946275,29.517554871460593,-26.194859062928426,17.38296005600937,-7.1490112690908205,14.027936426656922
27.056744925969305,36.921032590946275,29.517554871460593,-26.194859062928426,17.38296005600937,-7.1490112690908205,14.027936426656922
27.056744925969305,36.921032590946275,29.517554871460593,-26.194859062928426,17.38296005600937,-7.1490112690908205,14.027936426656922
27.056744925969305,36.921032590946275,29.517554871460593,-26.194859062928426,17.38296005600937,-7.1490112690908205,14.027936426656922
27.056744925969305,36.921032590946275,29.517554871460593,-26.194859062928426,17.38296005600937,-7.1490112690908205,14.027936426656922
27.056744925969305,36.921032590946275,29.517554871460593,-26.194859062928426,17.38296005600937,-7.1490112690908205,14.027936426656922
27.056744925969305,36.921032590946275,29.517554871460593,-26.194859062928426,17.38296005600937,-7.1490112690908205,14.027936426656922
27.056744925969305,36.921032590946275,29.517554871460593,-26.194859062928426,17.38296005600937,-7.1490112690908205,14.027936426656922
27.056744925969305,36.921032590946275,29.517554871460593,-26.194859062928426,17.38296005600937,-7.1490112690908205,14.027936426656922
27.056744925969305,36.921032590946275,29.517554871460593,-26.194859062928426,17.38296005600937,-7.1490112690908205,14.027936426656922
27.056744925969305,36.921032590946275,29.517554871460593,-26.194859062928426,17.38296005600937,-7.1490112690908205,14.027936426656922
27.056744925969305,36.921032590946275,29.517554871460593,-26.194859062928426,17.38296005600937,-7.1490112690908205,14.027936426656922
23.363059613686758,-40.11462606340692,27.685932851011714,28.203598205288344,15.98068245268766,-6.58838079669304,14.40478268554921
23.363059613686758,-40.11462606340692,27.685932851011714,28.203598205288344,15.98068245268766,-6.58838079669304,14.40478268554921
23.363059613686758,-40.11462606340692,27.685932851011714,28.203598205288344,15.98068245268766,-6.58838079669304,14.40478268554921
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.946410963532838,39.07627705224946,27.67191735166464,-27.649005131399907,16.346584641431946,-6.075074045766423,14.310654307741812
22.356851246984835,-39.80075227125762,27.906554708504324,27.61469063942241,16.116312015838197,-6.4701821927893075,14.405409890929908
