generation,piece1
0,129.97406611515362
1,118.73516089623106
2,118.73516089623106
3,118.73516089623106
4,118.73516089623106
5,118.73516089623106
6,118.73516089623106
7,117.54611789976585
8,117.54611789976585
9,127.06535481399773
10,127.06535481399773
11,127.06535481399773
12,127.06535481399773
13,119.94388375247664
14,122.9791943159642
15,122.9791943159642
16,122.9791943159642
17,122.79705896776994
18,122.79705896776994
19,122.79705896776994
20,122.79705896776994
21,127.03380611703334
22,127.03380611703334
23,127.03380611703334
24,127.03380611703334
25,127.03380611703334
26,127.03380611703334
27,127.03380611703334
28,127.03380611703334
29,127.03380611703334
30,128.48842125001087
31,128.21315534851766
32,128.21315534851766
33,128.21315534851766
34,128.21315534851766
35,128.21315534851766
36,128.21315534851766
37,128.21315534851766
38,128.21315534851766
39,128.21315534851766
40,128.21315534851766
41,128.21315534851766
42,131.3132333145497
43,131.3132333145497
44,131.3132333145497
45,131.3132333145497
46,131.3132333145497
47,131.3132333145497
48,131.3132333145497
49,131.3132333145497
50,131.3132333145497
51,131.3132333145497
52,131.3132333145497
53,131.3132333145497
54,131.3132333145497
55,131.3132333145497
56,131.3132333145497
57,131.3132333145497
58,128.52203800388835
59,128.52203800388835
60,128.52203800388835
61,128.78264503929822
62,128.78264503929822
63,128.78264503929822
64,128.78264503929822
65,128.78264503929822
66,128.78264503929822
67,128.78264503929822
68,128.78264503929822
69,128.78264503929822
70,128.78264503929822
71,128.78264503929822
72,128.78264503929822
73,128.78264503929822
74,128.78264503929822
75,128.78264503929822
76,128.78264503929822
77,128.78264503929822
78,128.78264503929822
79,128.78264503929822
80,128.78264503929822
81,128.78264503929822
82,128.78264503929822
83,128.78264503929822
84,128.78264503929822
85,128.78264503929822
86,128.78264503929822
87,128.78264503929822
88,128.78264503929822
89,128.78264503929822
90,128.78264503929822
91,128.78264503929822
92,128.78264503929822
93,128.78264503929822
94,128.78264503929822
95,128.78264503929822
96,128.78264503929822
97,128.78264503929822
98,128.78264503929822
99,128.67342311657055
